Anpara-B Unit5,Trend Graph 1 1 - TBFPS DATA,07/02/2026,11:35:04
,TagNo,Description,Units
1,BW-SE-401-402.out,BFPA TURBINE SPEED,%
2,PNL-BFPA-AI0100.out,BFPA SPEED COMMAND SIGNAL,rpm
3,BW-ZX-400.out,BFPA CV POSITION,%
4,BW-ZX-400-DMD.out,BFPA CV POSITION DEMAND,%
5,5PNL-BFPA-DI0280.out,BFPA RECIRC VLV (A) OR (B) FULL CLO,
6,BW-SE-404.out,BFPB TURBINE SPEED(A)(rpm),rpm
7,PNL-BFPB-AI0100.out,BFPB SPEED COMMAND SIGNAL,rpm
8,BW-ZX-401.out,BFPB CV POSITION,%
9,BW-ZX-401-DMD.out,BFPB CV POSITION DEMAND,%
10,5PNL-BFPB-DI0280.out,BFPB RECIRC VLV (A) OR (B) FULL CLO,

Date,Time,1,2,3,4,5,6,7,8,9,10
08/01/2026,13:38:33,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:34,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.1 ,0.0 ,OFF 
08/01/2026,13:38:35,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:36,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:37,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3604 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:38,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:39,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:40,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.1 ,0.0 ,OFF 
08/01/2026,13:38:41,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:42,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3604 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:43,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:44,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.1 ,0.0 ,OFF 
08/01/2026,13:38:45,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.1 ,0.0 ,OFF 
08/01/2026,13:38:46,0.0 ,3604 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
08/01/2026,13:38:47,0.0 ,3603 ,-0.1 ,0.0 ,OFF ,0 ,3603 ,-0.0 ,0.0 ,OFF 
